,date,customer_id,revenue,cost,amount,category,region
2227,2024-07-01,CUST0027,3799.14,2062.08,3799.14,Electronics,West
2228,2024-07-01,CUST0003,2296.08,1384.01,2296.08,Clothing,North
2229,2024-07-01,CUST0005,271.52,140.8,271.52,Home,South
2230,2024-07-01,CUST0069,1481.43,776.13,1481.43,Sports,Central
2231,2024-07-01,CUST0048,4062.06,3211.47,4062.06,Electronics,West
2232,2024-07-01,CUST0038,444.96,252.37,444.96,Home,North
2233,2024-07-01,CUST0029,4677.25,3444.19,4677.25,Sports,West
2234,2024-07-02,CUST0013,2363.42,1537.63,2363.42,Sports,South
2235,2024-07-02,CUST0057,2889.58,1669.95,2889.58,Home,Central
2236,2024-07-02,CUST0076,138.28,85.24,138.28,Books,North
2237,2024-07-02,CUST0027,1362.36,814.72,1362.36,Food,Central
2238,2024-07-02,CUST0066,938.53,662.83,938.53,Books,North
2239,2024-07-02,CUST0037,2016.35,1023.26,2016.35,Sports,East
2240,2024-07-02,CUST0024,2797.28,2130.62,2797.28,Home,East
2241,2024-07-02,CUST0059,4034.84,2210.91,4034.84,Home,East
2242,2024-07-02,CUST0016,1286.89,831.96,1286.89,Clothing,Central
2243,2024-07-02,CUST0081,2172.19,1027.3,2172.19,Sports,East
2244,2024-07-02,CUST0079,1079.72,577.74,1079.72,Electronics,East
2245,2024-07-02,CUST0005,2674.07,1216.98,2674.07,Home,West
2246,2024-07-02,CUST0043,4881.27,2558.96,4881.27,Books,Central
2247,2024-07-02,CUST0003,4426.83,2606.72,4426.83,Clothing,East
2248,2024-07-02,CUST0057,3040.82,2286.51,3040.82,Home,East
2249,2024-07-02,CUST0055,606.3,326.85,606.3,Electronics,South
2250,2024-07-03,CUST0059,3541.55,2143.65,3541.55,Books,South
2251,2024-07-03,CUST0083,3449.5,2097.41,3449.5,Electronics,Central
2252,2024-07-03,CUST0083,1010.27,519.22,1010.27,Clothing,South
2253,2024-07-03,CUST0096,4037.63,2893.12,4037.63,Books,South
2254,2024-07-03,CUST0008,297.82,223.2,297.82,Clothing,West
2255,2024-07-03,CUST0082,3491.83,1968.62,3491.83,Home,West
2256,2024-07-03,CUST0009,195.91,92.33,195.91,Electronics,South
2257,2024-07-03,CUST0080,282.84,212.6,282.84,Food,Central
2258,2024-07-03,CUST0053,2337.6,1448.51,2337.6,Sports,Central
2259,2024-07-03,CUST0086,3612.49,1581.17,3612.49,Electronics,East
2260,2024-07-03,CUST0023,2721.1,1228.89,2721.1,Food,South
2261,2024-07-03,CUST0063,942.76,694.44,942.76,Electronics,South
2262,2024-07-03,CUST0021,112.35,49.25,112.35,Books,Central
2263,2024-07-03,CUST0054,3003.32,1305.68,3003.32,Electronics,West
2264,2024-07-03,CUST0029,3781.99,1679.8,3781.99,Home,Central
2265,2024-07-03,CUST0006,3011.0,1522.85,3011.0,Home,Central
2266,2024-07-04,CUST0049,2767.96,1752.67,2767.96,Home,North
2267,2024-07-04,CUST0028,3897.07,2003.73,3897.07,Clothing,West
2268,2024-07-04,CUST0043,4151.9,3027.38,4151.9,Electronics,North
2269,2024-07-04,CUST0045,1488.68,772.62,1488.68,Sports,Central
2270,2024-07-04,CUST0054,3497.37,1629.25,3497.37,Sports,South
2271,2024-07-04,CUST0084,3585.37,1533.83,3585.37,Home,West
2272,2024-07-04,CUST0053,4854.34,3332.14,4854.34,Sports,West
2273,2024-07-04,CUST0086,3973.75,3000.28,3973.75,Sports,East
2274,2024-07-04,CUST0010,1807.23,775.33,1807.23,Electronics,Central
2275,2024-07-04,CUST0090,1559.15,1241.2,1559.15,Home,West
2276,2024-07-04,CUST0004,3691.43,2195.69,3691.43,Electronics,North
2277,2024-07-04,CUST0069,3592.04,2473.59,3592.04,Home,Central
2278,2024-07-05,CUST0048,1618.38,1116.74,1618.38,Sports,North
2279,2024-07-05,CUST0080,1074.58,824.5,1074.58,Home,East
2280,2024-07-05,CUST0047,435.3,239.18,435.3,Food,West
2281,2024-07-05,CUST0035,3090.21,2230.29,3090.21,Sports,North
2282,2024-07-05,CUST0053,63.37,36.31,63.37,Books,West
2283,2024-07-05,CUST0006,264.82,142.84,264.82,Books,East
2284,2024-07-05,CUST0002,2880.65,1825.05,2880.65,Food,Central
2285,2024-07-05,CUST0054,3097.28,1356.67,3097.28,Sports,West
2286,2024-07-05,CUST0015,2750.01,2145.08,2750.01,Sports,South
2287,2024-07-05,CUST0044,245.08,155.63,245.08,Food,Central
2288,2024-07-05,CUST0081,752.57,392.76,752.57,Electronics,Central
2289,2024-07-06,CUST0098,1252.69,822.92,1252.69,Electronics,West
2290,2024-07-06,CUST0064,1645.58,1060.01,1645.58,Food,Central
2291,2024-07-06,CUST0044,1848.7,1082.98,1848.7,Books,South
2292,2024-07-06,CUST0087,4944.93,3855.21,4944.93,Clothing,West
2293,2024-07-06,CUST0048,1847.51,1363.24,1847.51,Electronics,East
2294,2024-07-06,CUST0009,3040.37,2031.82,3040.37,Food,Central
2295,2024-07-06,CUST0092,974.33,524.56,974.33,Books,South
2296,2024-07-06,CUST0086,268.26,149.58,268.26,Clothing,South
2297,2024-07-06,CUST0065,4143.17,1819.69,4143.17,Food,East
2298,2024-07-06,CUST0066,3680.14,2410.49,3680.14,Home,Central
2299,2024-07-06,CUST0005,3230.53,1647.74,3230.53,Clothing,Central
2300,2024-07-06,CUST0031,4414.53,3246.79,4414.53,Books,Central
2301,2024-07-06,CUST0090,3323.11,2272.88,3323.11,Electronics,South
2302,2024-07-06,CUST0059,4460.43,2669.43,4460.43,Clothing,North
2303,2024-07-06,CUST0095,556.85,236.44,556.85,Books,South
2304,2024-07-07,CUST0099,830.63,416.07,830.63,Clothing,Central
2305,2024-07-07,CUST0043,2056.75,1100.13,2056.75,Home,Central
2306,2024-07-07,CUST0088,4721.76,3407.6,4721.76,Food,West
2307,2024-07-07,CUST0074,1810.33,1296.92,1810.33,Clothing,South
2308,2024-07-07,CUST0030,2014.6,1017.71,2014.6,Clothing,Central
2309,2024-07-07,CUST0013,1748.42,868.55,1748.42,Books,North
2310,2024-07-08,CUST0034,3873.86,1814.43,3873.86,Home,North
2311,2024-07-08,CUST0051,3880.98,2815.78,3880.98,Books,South
2312,2024-07-08,CUST0045,805.24,598.84,805.24,Home,West
2313,2024-07-08,CUST0034,2274.94,1794.4,2274.94,Electronics,Central
2314,2024-07-08,CUST0024,3455.1,2679.43,3455.1,Books,Central
2315,2024-07-08,CUST0013,1429.84,841.27,1429.84,Home,East
2316,2024-07-08,CUST0048,2835.07,2044.62,2835.07,Sports,North
2317,2024-07-08,CUST0019,285.54,158.24,285.54,Home,South
2318,2024-07-09,CUST0074,1509.58,1155.38,1509.58,Food,Central
2319,2024-07-09,CUST0083,4684.95,1908.69,4684.95,Clothing,East
2320,2024-07-09,CUST0074,2443.79,1467.3,2443.79,Clothing,West
2321,2024-07-09,CUST0035,2563.86,1191.92,2563.86,Electronics,Central
2322,2024-07-09,CUST0023,2969.68,1426.18,2969.68,Electronics,West
2323,2024-07-09,CUST0024,1284.01,629.11,1284.01,Clothing,South
2324,2024-07-09,CUST0067,4515.51,3463.31,4515.51,Clothing,Central
2325,2024-07-09,CUST0003,2031.76,1520.08,2031.76,Electronics,North
2326,2024-07-09,CUST0091,3735.79,1565.32,3735.79,Electronics,West
2327,2024-07-09,CUST0070,1993.86,1258.31,1993.86,Home,East
2328,2024-07-09,CUST0021,1970.36,914.18,1970.36,Books,South
2329,2024-07-09,CUST0071,4742.86,2027.58,4742.86,Books,South
2330,2024-07-09,CUST0004,1662.25,1144.73,1662.25,Electronics,West
2331,2024-07-09,CUST0090,152.19,119.46,152.19,Clothing,East
2332,2024-07-09,CUST0035,99.85,50.92,99.85,Sports,East
2333,2024-07-09,CUST0085,1997.1,1475.1,1997.1,Clothing,East
2334,2024-07-09,CUST0051,4506.16,2745.12,4506.16,Food,North
2335,2024-07-09,CUST0052,4054.72,2888.15,4054.72,Food,East
2336,2024-07-09,CUST0046,1763.23,827.03,1763.23,Books,North
2337,2024-07-10,CUST0018,1794.54,1116.14,1794.54,Sports,North
2338,2024-07-10,CUST0058,3255.97,1851.67,3255.97,Home,South
2339,2024-07-10,CUST0036,2519.31,1224.47,2519.31,Books,North
2340,2024-07-10,CUST0029,3606.38,2553.44,3606.38,Clothing,South
2341,2024-07-10,CUST0069,3906.38,1969.81,3906.38,Clothing,West
2342,2024-07-10,CUST0006,4114.11,1982.15,4114.11,Books,West
2343,2024-07-10,CUST0064,734.97,513.94,734.97,Sports,Central
2344,2024-07-10,CUST0087,3743.96,2403.04,3743.96,Food,Central
2345,2024-07-10,CUST0072,3128.71,1746.27,3128.71,Sports,West
2346,2024-07-10,CUST0080,2314.44,1405.03,2314.44,Clothing,Central
2347,2024-07-10,CUST0004,4658.55,3431.33,4658.55,Clothing,East
2348,2024-07-10,CUST0076,3908.9,2462.93,3908.9,Food,South
2349,2024-07-10,CUST0009,444.3,190.14,444.3,Electronics,Central
2350,2024-07-10,CUST0012,4630.06,2124.08,4630.06,Electronics,South
2351,2024-07-10,CUST0096,1809.26,1317.5,1809.26,Sports,Central
2352,2024-07-10,CUST0034,4930.84,2328.19,4930.84,Electronics,Central
2353,2024-07-10,CUST0031,2135.82,1532.52,2135.82,Clothing,West
2354,2024-07-10,CUST0081,2025.59,1308.86,2025.59,Home,West
2355,2024-07-11,CUST0092,3493.42,2707.94,3493.42,Clothing,West
2356,2024-07-11,CUST0072,3311.39,2181.69,3311.39,Electronics,North
2357,2024-07-11,CUST0096,440.15,310.39,440.15,Clothing,Central
2358,2024-07-11,CUST0060,2466.08,1688.8,2466.08,Electronics,West
2359,2024-07-11,CUST0036,3244.46,1836.02,3244.46,Electronics,North
2360,2024-07-11,CUST0078,1040.04,470.45,1040.04,Electronics,West
2361,2024-07-11,CUST0007,2174.49,1134.92,2174.49,Clothing,Central
2362,2024-07-11,CUST0036,4932.59,3025.83,4932.59,Sports,South
2363,2024-07-11,CUST0037,1296.67,921.83,1296.67,Books,North
2364,2024-07-11,CUST0100,2328.91,1271.04,2328.91,Home,South
2365,2024-07-11,CUST0019,4321.17,2550.21,4321.17,Home,West
2366,2024-07-11,CUST0016,4416.73,2782.31,4416.73,Electronics,South
2367,2024-07-11,CUST0065,2076.26,1574.15,2076.26,Home,South
2368,2024-07-12,CUST0065,638.32,259.15,638.32,Electronics,East
2369,2024-07-12,CUST0063,3946.89,2224.06,3946.89,Books,West
2370,2024-07-12,CUST0055,2063.71,1525.47,2063.71,Food,North
2371,2024-07-12,CUST0086,2543.68,1674.71,2543.68,Clothing,Central
2372,2024-07-12,CUST0079,3692.71,2715.62,3692.71,Sports,Central
2373,2024-07-12,CUST0070,438.71,273.85,438.71,Home,Central
2374,2024-07-12,CUST0006,1864.14,1162.91,1864.14,Books,South
2375,2024-07-12,CUST0014,3480.21,1399.08,3480.21,Home,Central
2376,2024-07-12,CUST0058,1476.22,1044.25,1476.22,Clothing,North
2377,2024-07-12,CUST0066,1353.65,655.09,1353.65,Books,Central
2378,2024-07-13,CUST0033,337.93,185.49,337.93,Clothing,North
2379,2024-07-13,CUST0086,4120.26,2575.44,4120.26,Home,East
2380,2024-07-13,CUST0039,3383.29,2559.5,3383.29,Home,West
2381,2024-07-13,CUST0028,467.14,338.56,467.14,Clothing,West
2382,2024-07-13,CUST0009,546.19,375.29,546.19,Clothing,West
2383,2024-07-13,CUST0009,4317.94,3010.0,4317.94,Sports,East
2384,2024-07-13,CUST0032,2085.7,1610.11,2085.7,Sports,East
2385,2024-07-13,CUST0016,4232.5,1693.41,4232.5,Sports,West
2386,2024-07-13,CUST0080,1881.94,766.58,1881.94,Sports,East
2387,2024-07-13,CUST0078,2384.12,1096.54,2384.12,Sports,West
2388,2024-07-13,CUST0048,1099.54,452.81,1099.54,Home,Central
2389,2024-07-14,CUST0058,3044.46,1965.61,3044.46,Food,East
2390,2024-07-14,CUST0001,2915.74,1921.08,2915.74,Electronics,West
2391,2024-07-14,CUST0082,4124.97,1820.01,4124.97,Books,South
2392,2024-07-14,CUST0039,2390.33,1603.55,2390.33,Home,North
2393,2024-07-14,CUST0024,1034.64,446.86,1034.64,Books,Central
2394,2024-07-15,CUST0068,502.2,286.74,502.2,Sports,South
2395,2024-07-15,CUST0094,2581.61,1487.16,2581.61,Clothing,East
2396,2024-07-15,CUST0092,1966.3,984.18,1966.3,Books,East
2397,2024-07-15,CUST0037,3721.94,2615.34,3721.94,Electronics,West
2398,2024-07-15,CUST0027,4889.49,3494.35,4889.49,Sports,South
2399,2024-07-15,CUST0028,2772.4,1654.33,2772.4,Home,Central
2400,2024-07-15,CUST0046,3018.61,1421.85,3018.61,Home,South
2401,2024-07-15,CUST0002,379.81,300.21,379.81,Electronics,Central
2402,2024-07-15,CUST0034,4222.6,2483.05,4222.6,Home,East
2403,2024-07-15,CUST0092,1801.83,1155.57,1801.83,Sports,North
2404,2024-07-15,CUST0032,4358.48,2716.61,4358.48,Sports,North
2405,2024-07-15,CUST0029,2938.01,2289.14,2938.01,Sports,West
2406,2024-07-16,CUST0050,4295.4,3260.22,4295.4,Electronics,Central
2407,2024-07-16,CUST0096,1288.72,869.6,1288.72,Books,South
2408,2024-07-16,CUST0083,921.96,592.74,921.96,Sports,North
2409,2024-07-16,CUST0068,4699.71,2572.65,4699.71,Electronics,East
2410,2024-07-16,CUST0046,3532.37,2257.76,3532.37,Food,South
2411,2024-07-17,CUST0056,3141.76,1780.54,3141.76,Sports,Central
2412,2024-07-17,CUST0026,549.0,276.74,549.0,Food,West
2413,2024-07-17,CUST0016,90.7,62.99,90.7,Electronics,Central
2414,2024-07-17,CUST0022,4469.34,2956.74,4469.34,Electronics,Central
2415,2024-07-17,CUST0097,4925.11,3699.42,4925.11,Clothing,West
2416,2024-07-17,CUST0084,1080.14,566.51,1080.14,Sports,Central
2417,2024-07-17,CUST0065,543.67,417.96,543.67,Food,South
2418,2024-07-17,CUST0046,3134.65,1842.28,3134.65,Home,East
2419,2024-07-17,CUST0080,175.96,115.63,175.96,Home,West
2420,2024-07-17,CUST0020,3512.75,2059.55,3512.75,Books,South
2421,2024-07-17,CUST0054,1738.03,825.73,1738.03,Clothing,East
2422,2024-07-17,CUST0055,1617.75,814.15,1617.75,Home,South
2423,2024-07-17,CUST0013,1188.31,545.74,1188.31,Sports,West
2424,2024-07-17,CUST0047,3773.17,2269.3,3773.17,Food,Central
2425,2024-07-17,CUST0014,4046.49,2647.36,4046.49,Books,East
2426,2024-07-18,CUST0007,2639.49,1724.15,2639.49,Food,North
2427,2024-07-18,CUST0060,4548.68,1857.99,4548.68,Sports,North
2428,2024-07-18,CUST0081,2112.91,1485.2,2112.91,Books,West
2429,2024-07-18,CUST0052,2459.7,1946.68,2459.7,Electronics,South
2430,2024-07-18,CUST0100,1364.22,710.81,1364.22,Electronics,South
2431,2024-07-18,CUST0013,4861.88,3145.74,4861.88,Electronics,West
2432,2024-07-18,CUST0035,1151.89,581.1,1151.89,Food,South
2433,2024-07-18,CUST0019,879.73,444.4,879.73,Sports,East
2434,2024-07-18,CUST0018,3143.85,1575.15,3143.85,Sports,East
2435,2024-07-18,CUST0027,516.34,362.32,516.34,Clothing,North
2436,2024-07-18,CUST0013,3430.94,2255.53,3430.94,Sports,South
2437,2024-07-19,CUST0064,127.03,83.64,127.03,Clothing,North
2438,2024-07-19,CUST0004,2228.63,1001.37,2228.63,Electronics,West
2439,2024-07-19,CUST0007,3409.31,1452.64,3409.31,Clothing,Central
2440,2024-07-19,CUST0044,2373.05,1826.89,2373.05,Home,Central
2441,2024-07-19,CUST0050,402.22,304.74,402.22,Food,North
2442,2024-07-19,CUST0039,4233.15,2506.46,4233.15,Home,West
2443,2024-07-19,CUST0016,2475.16,1523.48,2475.16,Books,East
2444,2024-07-19,CUST0052,4511.93,3309.8,4511.93,Home,South
2445,2024-07-19,CUST0049,2397.91,1334.84,2397.91,Books,North
2446,2024-07-19,CUST0025,2255.11,1690.14,2255.11,Clothing,East
2447,2024-07-19,CUST0094,1176.08,694.18,1176.08,Food,Central
2448,2024-07-19,CUST0075,2733.58,1847.5,2733.58,Sports,South
2449,2024-07-19,CUST0017,3412.62,2007.3,3412.62,Sports,West
2450,2024-07-19,CUST0064,780.24,342.23,780.24,Electronics,North
2451,2024-07-19,CUST0065,978.67,399.94,978.67,Books,South
2452,2024-07-19,CUST0043,4448.78,2183.29,4448.78,Books,Central
2453,2024-07-19,CUST0023,4929.74,3287.53,4929.74,Food,South
2454,2024-07-19,CUST0051,2630.28,1233.18,2630.28,Clothing,Central
2455,2024-07-20,CUST0088,1065.66,762.39,1065.66,Home,Central
2456,2024-07-20,CUST0047,2550.87,1888.88,2550.87,Clothing,Central
2457,2024-07-20,CUST0084,4883.63,3321.28,4883.63,Electronics,Central
2458,2024-07-20,CUST0003,501.66,336.91,501.66,Home,Central
2459,2024-07-20,CUST0029,1338.97,545.47,1338.97,Clothing,North
2460,2024-07-20,CUST0065,3376.97,2171.02,3376.97,Books,West
2461,2024-07-20,CUST0027,2587.33,1377.08,2587.33,Food,East
2462,2024-07-20,CUST0083,4007.91,2534.0,4007.91,Home,South
2463,2024-07-21,CUST0044,4165.51,2123.7,4165.51,Clothing,Central
2464,2024-07-21,CUST0019,2554.88,1365.75,2554.88,Sports,North
2465,2024-07-21,CUST0037,4836.58,2244.31,4836.58,Food,Central
2466,2024-07-21,CUST0085,4203.29,3247.33,4203.29,Electronics,Central
2467,2024-07-21,CUST0009,3975.39,3056.97,3975.39,Clothing,East
2468,2024-07-21,CUST0013,1104.65,561.63,1104.65,Electronics,Central
2469,2024-07-21,CUST0099,4714.56,3438.02,4714.56,Books,Central
2470,2024-07-21,CUST0062,2019.87,1058.53,2019.87,Sports,West
2471,2024-07-21,CUST0058,3077.3,2189.93,3077.3,Home,North
2472,2024-07-21,CUST0049,4615.04,2732.54,4615.04,Clothing,Central
2473,2024-07-21,CUST0058,1834.29,1049.52,1834.29,Electronics,South
2474,2024-07-21,CUST0089,4153.2,1842.36,4153.2,Home,West
2475,2024-07-22,CUST0031,3355.5,1421.84,3355.5,Sports,East
2476,2024-07-22,CUST0066,1617.15,1084.91,1617.15,Home,East
2477,2024-07-22,CUST0092,3923.43,2423.4,3923.43,Sports,East
2478,2024-07-22,CUST0070,4112.11,1855.3,4112.11,Clothing,South
2479,2024-07-22,CUST0051,3581.64,1437.78,3581.64,Books,Central
2480,2024-07-22,CUST0009,1581.93,1250.62,1581.93,Electronics,Central
2481,2024-07-22,CUST0040,1004.37,558.18,1004.37,Food,South
2482,2024-07-22,CUST0033,2795.73,1208.13,2795.73,Home,Central
2483,2024-07-22,CUST0049,1303.56,1019.71,1303.56,Sports,South
2484,2024-07-22,CUST0065,4870.69,2064.45,4870.69,Electronics,West
2485,2024-07-22,CUST0013,4368.7,2991.8,4368.7,Sports,South
2486,2024-07-22,CUST0025,237.79,109.1,237.79,Clothing,West
2487,2024-07-22,CUST0038,1784.83,1327.06,1784.83,Clothing,North
2488,2024-07-22,CUST0064,753.2,513.62,753.2,Electronics,South
2489,2024-07-22,CUST0072,4373.69,2146.87,4373.69,Sports,South
2490,2024-07-22,CUST0084,2680.24,1287.85,2680.24,Food,North
2491,2024-07-22,CUST0026,2205.75,946.13,2205.75,Sports,West
2492,2024-07-22,CUST0019,3720.51,2380.28,3720.51,Food,North
2493,2024-07-23,CUST0028,1685.39,976.23,1685.39,Sports,West
2494,2024-07-23,CUST0092,3027.67,1945.36,3027.67,Electronics,North
2495,2024-07-23,CUST0043,955.47,432.34,955.47,Food,South
2496,2024-07-23,CUST0012,2589.69,1879.1,2589.69,Clothing,North
2497,2024-07-23,CUST0086,4282.69,2840.56,4282.69,Electronics,East
2498,2024-07-24,CUST0085,145.28,106.07,145.28,Home,Central
2499,2024-07-24,CUST0005,4348.2,3292.87,4348.2,Electronics,Central
2500,2024-07-24,CUST0098,3249.69,2008.78,3249.69,Clothing,East
2501,2024-07-24,CUST0024,2551.39,1681.58,2551.39,Electronics,West
2502,2024-07-24,CUST0034,3062.99,1714.54,3062.99,Food,South
2503,2024-07-24,CUST0082,1382.89,879.84,1382.89,Electronics,West
2504,2024-07-24,CUST0068,4754.2,2039.4,4754.2,Books,West
2505,2024-07-24,CUST0023,2791.51,1544.03,2791.51,Books,East
2506,2024-07-24,CUST0035,2704.68,1379.1,2704.68,Books,South
2507,2024-07-25,CUST0093,1066.09,551.34,1066.09,Books,East
2508,2024-07-25,CUST0005,4201.35,1854.61,4201.35,Books,West
2509,2024-07-25,CUST0078,4452.76,3561.08,4452.76,Food,Central
2510,2024-07-25,CUST0024,4544.06,2477.76,4544.06,Food,South
2511,2024-07-25,CUST0016,2306.93,1240.6,2306.93,Clothing,East
2512,2024-07-25,CUST0008,4272.27,3371.43,4272.27,Sports,East
2513,2024-07-25,CUST0046,1314.28,848.25,1314.28,Electronics,North
2514,2024-07-25,CUST0051,55.06,35.24,55.06,Home,North
2515,2024-07-25,CUST0077,1669.89,861.49,1669.89,Sports,Central
2516,2024-07-25,CUST0063,2928.58,1368.48,2928.58,Home,Central
2517,2024-07-25,CUST0039,2649.99,2092.47,2649.99,Sports,East
2518,2024-07-25,CUST0033,1875.97,1068.52,1875.97,Food,South
2519,2024-07-25,CUST0046,2208.41,1433.83,2208.41,Electronics,East
2520,2024-07-25,CUST0090,1081.39,632.3,1081.39,Electronics,West
2521,2024-07-25,CUST0019,2518.72,1973.23,2518.72,Electronics,East
2522,2024-07-25,CUST0069,1299.05,735.11,1299.05,Sports,North
2523,2024-07-25,CUST0042,4251.33,1717.47,4251.33,Books,South
2524,2024-07-25,CUST0051,2691.35,1228.51,2691.35,Books,North
2525,2024-07-26,CUST0091,3020.7,2067.28,3020.7,Clothing,South
2526,2024-07-26,CUST0059,2971.08,1542.63,2971.08,Sports,North
2527,2024-07-26,CUST0023,1115.34,475.55,1115.34,Books,North
2528,2024-07-26,CUST0055,2187.08,1271.13,2187.08,Home,North
2529,2024-07-26,CUST0073,2802.48,1487.53,2802.48,Electronics,North
2530,2024-07-26,CUST0070,1645.37,1025.27,1645.37,Books,Central
2531,2024-07-26,CUST0006,3544.39,2175.1,3544.39,Food,West
2532,2024-07-26,CUST0082,2189.74,1237.44,2189.74,Food,East
2533,2024-07-27,CUST0085,401.48,303.86,401.48,Sports,Central
2534,2024-07-27,CUST0018,2891.05,2143.41,2891.05,Books,Central
2535,2024-07-27,CUST0017,3004.44,1715.95,3004.44,Electronics,East
2536,2024-07-27,CUST0060,4799.88,3056.8,4799.88,Sports,West
2537,2024-07-27,CUST0084,3081.82,2142.43,3081.82,Electronics,North
2538,2024-07-27,CUST0021,1637.46,1086.48,1637.46,Electronics,East
2539,2024-07-27,CUST0019,838.45,481.4,838.45,Sports,East
2540,2024-07-27,CUST0027,3265.08,1401.44,3265.08,Sports,South
2541,2024-07-27,CUST0050,149.12,93.64,149.12,Books,East
2542,2024-07-27,CUST0086,992.4,770.48,992.4,Home,North
2543,2024-07-27,CUST0079,3540.31,2620.25,3540.31,Home,South
2544,2024-07-27,CUST0098,1749.93,1021.86,1749.93,Books,Central
2545,2024-07-27,CUST0092,1394.15,808.19,1394.15,Sports,West
2546,2024-07-27,CUST0033,680.49,496.41,680.49,Books,North
2547,2024-07-27,CUST0037,98.81,66.32,98.81,Clothing,West
2548,2024-07-27,CUST0094,421.36,319.5,421.36,Sports,West
2549,2024-07-27,CUST0057,3147.94,1774.36,3147.94,Electronics,Central
2550,2024-07-27,CUST0100,3515.93,2176.7,3515.93,Clothing,South
2551,2024-07-28,CUST0009,2840.83,1375.68,2840.83,Sports,North
2552,2024-07-28,CUST0098,4560.72,2560.86,4560.72,Food,Central
2553,2024-07-28,CUST0014,4816.17,1973.03,4816.17,Home,East
2554,2024-07-28,CUST0092,743.32,400.88,743.32,Books,North
2555,2024-07-28,CUST0064,4648.93,3485.39,4648.93,Clothing,North
2556,2024-07-28,CUST0090,2513.0,1011.73,2513.0,Books,South
2557,2024-07-28,CUST0064,1551.68,1064.05,1551.68,Books,South
2558,2024-07-28,CUST0079,2916.62,1886.81,2916.62,Home,Central
2559,2024-07-29,CUST0054,1851.94,1451.5,1851.94,Food,North
2560,2024-07-29,CUST0050,3834.86,1791.5,3834.86,Home,North
2561,2024-07-29,CUST0028,2402.23,1869.05,2402.23,Sports,South
2562,2024-07-29,CUST0089,3453.14,2030.84,3453.14,Clothing,East
2563,2024-07-29,CUST0074,3413.0,2643.96,3413.0,Electronics,West
2564,2024-07-29,CUST0052,1942.7,1503.31,1942.7,Clothing,South
2565,2024-07-30,CUST0010,2845.85,1673.94,2845.85,Electronics,Central
2566,2024-07-30,CUST0027,2586.75,1771.53,2586.75,Electronics,South
2567,2024-07-30,CUST0023,1264.19,861.97,1264.19,Electronics,East
2568,2024-07-30,CUST0071,3652.16,1568.31,3652.16,Food,West
2569,2024-07-30,CUST0039,4381.42,2828.93,4381.42,Sports,North
2570,2024-07-30,CUST0086,123.6,66.89,123.6,Electronics,North
2571,2024-07-30,CUST0008,564.86,313.54,564.86,Electronics,Central
2572,2024-07-30,CUST0060,4003.5,1991.02,4003.5,Clothing,South
2573,2024-07-30,CUST0056,4777.74,2279.97,4777.74,Books,West
2574,2024-07-30,CUST0004,3735.56,1693.48,3735.56,Clothing,West
2575,2024-07-30,CUST0071,2243.23,1046.02,2243.23,Sports,Central
2576,2024-07-30,CUST0099,4172.24,2213.49,4172.24,Electronics,South
2577,2024-07-30,CUST0050,2797.34,1440.31,2797.34,Electronics,South
2578,2024-07-30,CUST0025,1250.76,676.98,1250.76,Books,West
2579,2024-07-30,CUST0078,105.22,52.28,105.22,Clothing,North
2580,2024-07-30,CUST0010,519.61,415.03,519.61,Food,South
2581,2024-07-30,CUST0065,869.43,602.11,869.43,Electronics,West
2582,2024-07-31,CUST0023,1852.56,1372.64,1852.56,Food,South
2583,2024-07-31,CUST0024,1852.8,896.71,1852.8,Food,West
2584,2024-07-31,CUST0062,1162.51,555.76,1162.51,Food,West
2585,2024-07-31,CUST0056,270.16,189.34,270.16,Home,East
2586,2024-07-31,CUST0041,141.36,103.58,141.36,Home,North
2587,2024-07-31,CUST0074,1344.39,926.36,1344.39,Clothing,West
2588,2024-07-31,CUST0030,3274.11,1511.43,3274.11,Clothing,Central
2589,2024-07-31,CUST0085,1452.39,870.64,1452.39,Electronics,Central
2590,2024-07-31,CUST0045,2068.91,1411.02,2068.91,Electronics,East
2591,2024-07-31,CUST0037,1339.56,881.85,1339.56,Electronics,South
2592,2024-07-31,CUST0005,1162.82,930.09,1162.82,Home,West
2593,2024-08-01,CUST0015,1108.97,446.16,1108.97,Home,West
2594,2024-08-01,CUST0095,3981.11,1914.86,3981.11,Clothing,Central
2595,2024-08-01,CUST0025,4589.04,3132.97,4589.04,Sports,South
2596,2024-08-01,CUST0059,3181.34,1568.1,3181.34,Home,South
2597,2024-08-01,CUST0061,1754.97,1254.21,1754.97,Home,East
2598,2024-08-01,CUST0062,3374.75,1614.72,3374.75,Sports,West
2599,2024-08-01,CUST0090,3830.05,1680.55,3830.05,Home,East
2600,2024-08-02,CUST0031,2996.24,1986.97,2996.24,Books,East
2601,2024-08-02,CUST0066,1893.38,1345.36,1893.38,Books,Central
2602,2024-08-02,CUST0035,1640.14,889.86,1640.14,Sports,Central
2603,2024-08-02,CUST0099,3542.82,2235.29,3542.82,Home,Central
2604,2024-08-02,CUST0098,1048.41,599.59,1048.41,Books,South
2605,2024-08-02,CUST0009,2069.56,916.2,2069.56,Clothing,North
2606,2024-08-02,CUST0041,176.88,136.18,176.88,Sports,Central
2607,2024-08-02,CUST0015,4847.74,2326.23,4847.74,Food,Central
2608,2024-08-02,CUST0014,1314.37,792.14,1314.37,Electronics,Central
